Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
7,77,No,7,6,62.27
5,45,Yes,5,6,24.1
5,90,Yes,4,4,68.66
1,92,Yes,4,8,62.46
9,81,No,7,1,72.11
1,94,Yes,8,4,60.54
5,74,Yes,7,1,49.49
9,57,No,7,1,42.18
4,92,No,7,8,74.82
8,58,No,6,6,49.05
6,44,Yes,9,3,21.54
3,64,Yes,4,7,37.69
4,50,Yes,9,3,26.02
2,49,Yes,6,0,14.9
1,56,Yes,8,9,30.96
8,75,Yes,5,2,63.01
1,65,No,8,9,33.94
1,70,Yes,4,0,34.98
4,71,Yes,5,1,48.54
6,60,Yes,9,1,38.39
9,57,No,8,6,51.04
1,99,Yes,4,3,67.64
7,57,No,8,9,43.75
5,40,Yes,5,8,17.66
8,53,No,5,1,40.57
7,47,No,8,8,35.74
4,41,No,6,5,15.75
4,90,Yes,8,9,70.22
6,54,No,9,7,39.94
6,99,Yes,8,6,89.91
9,73,No,8,7,65.29
5,75,Yes,6,8,58.3
8,40,No,7,7,30.38
5,90,No,5,5,73.46
2,60,Yes,9,7,34.57
6,81,No,4,7,65.76
9,40,Yes,5,1,28.77
3,71,No,5,1,41.74
1,59,No,7,0,23.42
1,93,Yes,5,9,66.62
3,86,Yes,5,1,56.19
5,75,Yes,6,6,54.77
3,78,No,6,2,47.21
9,69,Yes,6,3,59.59
8,46,Yes,6,3,33.67
3,61,No,6,3,33.08
9,96,Yes,9,1,90.29
6,89,Yes,4,5,76.56
7,84,No,7,0,67.88
4,49,No,8,4,25.2
4,95,No,9,1,72.38
2,47,No,6,8,14.14
5,66,No,7,1,41.51
8,49,Yes,8,5,36.02
7,53,No,5,3,32.33
7,85,No,9,5,74.03
6,98,No,5,1,78.95
3,91,Yes,7,1,68.36
5,93,Yes,4,6,75.11
1,50,Yes,4,2,10.88
7,45,Yes,7,2,25.09
9,60,No,4,6,48.63
1,72,No,4,7,42.05
2,58,No,5,6,29.69
3,78,Yes,4,2,45.51
3,63,No,4,2,37.49
8,57,Yes,7,6,46.94
7,74,Yes,4,2,60.17
6,91,Yes,9,1,73.73
4,82,No,6,6,58.7
9,76,No,6,2,66.34
1,58,No,7,4,24.86
2,92,No,6,6,66.14
4,63,Yes,5,1,38.78
3,95,No,9,7,70.54
1,73,Yes,9,1,42.0
5,61,Yes,7,3,40.77
7,43,Yes,4,3,25.1
2,96,Yes,6,7,68.42
5,49,Yes,5,0,21.39
6,41,Yes,7,8,25.72
7,47,Yes,7,5,26.5
1,72,No,4,3,33.05
7,98,No,8,5,89.2
4,77,Yes,6,5,56.37
8,82,No,5,8,72.63
4,98,No,7,3,75.22
6,67,No,6,7,53.33
9,49,No,5,0,37.0
5,84,Yes,9,5,66.83
4,40,No,9,4,11.87
8,73,Yes,5,2,63.7
9,42,Yes,9,3,29.35
4,48,No,7,7,26.02
3,44,No,6,9,20.58
8,81,Yes,5,1,68.56
5,49,Yes,7,7,28.03
2,51,No,6,6,16.84
9,57,No,6,0,44.56
3,97,Yes,7,1,68.51
2,60,No,6,6,30.98
1,60,Yes,8,2,21.43
8,40,Yes,5,1,19.61
3,42,Yes,5,0,9.45
7,44,Yes,6,6,30.61
1,64,No,7,2,28.58
1,97,Yes,4,5,69.13
9,88,Yes,9,9,86.16
8,47,No,6,7,40.15
3,56,No,4,5,24.31
6,48,Yes,6,6,28.51
3,71,No,4,5,46.75
4,45,No,6,6,19.41
1,88,Yes,7,4,59.81
5,79,No,9,8,60.8
1,60,No,4,2,21.13
1,46,No,8,5,13.35
7,46,No,7,8,29.28
6,86,No,9,0,66.03
2,78,Yes,6,4,49.04
2,93,No,4,3,66.4
7,66,Yes,9,8,56.92
1,47,Yes,5,0,8.0
2,48,No,7,3,15.74
8,67,No,4,0,47.5
6,54,No,7,2,32.48
2,41,No,4,3,7.03
7,46,No,5,0,26.03
4,86,No,8,4,66.19
2,57,No,5,5,27.27
6,61,No,6,0,39.98
9,89,No,7,9,81.4
9,49,No,8,9,43.97
8,93,No,7,3,82.74
3,89,No,9,3,64.0
3,72,Yes,4,0,40.97
2,46,No,6,1,11.82
5,42,Yes,6,9,19.31
4,53,Yes,7,4,24.66
7,83,No,6,1,64.94
4,85,Yes,7,2,64.32
9,75,No,4,8,68.17
2,52,No,4,4,20.06
6,55,Yes,7,0,34.98
7,55,No,5,4,39.25
4,93,Yes,5,2,71.25
6,44,Yes,4,0,19.06
7,91,No,8,2,79.73
4,64,Yes,5,5,41.09
8,77,Yes,7,9,67.6
9,77,No,4,4,68.53
1,89,Yes,6,0,55.06
7,77,No,6,1,62.03
9,78,No,5,4,70.09
5,95,No,8,8,80.32
2,95,No,9,4,72.49
6,87,Yes,5,4,72.5
7,80,No,8,0,64.74
2,65,Yes,5,4,31.94
2,98,Yes,6,7,73.84
1,52,No,8,8,19.0
4,83,No,6,9,60.54
7,90,No,7,2,75.75
9,65,Yes,7,3,55.78
3,94,No,4,6,72.19
7,94,Yes,6,6,86.14
7,40,No,6,0,20.87
7,47,No,4,5,29.56
2,43,Yes,7,8,13.9
6,60,Yes,7,4,43.6
2,61,No,8,7,34.61
6,90,No,8,9,79.95
3,92,No,9,8,72.94
2,97,Yes,7,9,74.31
6,76,No,9,9,63.61
2,88,No,5,2,52.93
5,42,Yes,6,0,15.18
2,58,No,8,1,23.91
3,40,Yes,5,4,10.1
3,68,Yes,8,9,44.58
6,62,No,4,6,44.24
6,72,No,6,5,51.23
3,94,Yes,9,3,68.81
3,91,Yes,9,8,69.7
1,80,No,8,3,45.84
7,62,Yes,7,2,53.07
8,44,Yes,9,4,27.56
2,46,No,4,3,13.07
4,96,Yes,4,1,74.33
7,97,Yes,7,2,83.95
8,45,Yes,4,6,32.67
1,88,Yes,6,1,56.35
4,61,Yes,8,0,35.15
6,88,Yes,4,1,65.69
3,52,No,6,7,26.21
5,51,No,7,7,33.1
9,43,No,8,9,41.12
3,47,No,7,1,12.91
5,76,Yes,8,5,57.83
8,70,No,4,6,58.95
6,76,Yes,4,0,55.34
4,84,No,8,6,60.45
8,65,Yes,6,7,58.23
3,82,No,6,8,61.38
3,47,Yes,6,7,21.17
4,79,No,5,2,53.15
9,72,No,9,7,67.23
5,84,No,9,2,64.2
8,68,No,9,5,55.65
6,44,No,6,3,24.44
3,67,Yes,4,6,40.71
8,92,No,5,7,86.08
9,79,Yes,6,9,76.44
8,56,No,4,5,40.61
4,94,No,5,9,73.76
6,62,No,4,3,44.62
1,84,Yes,8,7,57.26
4,48,No,4,6,21.41
8,41,No,5,9,30.92
1,71,Yes,6,7,38.72
3,90,Yes,9,9,73.27
1,91,Yes,5,6,58.49
9,88,Yes,6,2,81.11
2,70,No,6,2,38.13
9,46,Yes,7,8,39.23
4,69,Yes,8,6,49.51
2,97,No,7,0,69.51
4,42,Yes,9,2,14.95
6,90,Yes,5,0,67.19
7,90,Yes,7,5,75.63
3,95,No,9,1,69.17
3,48,Yes,6,6,20.79
8,49,Yes,5,7,38.44
5,85,Yes,7,5,68.04
4,89,No,4,4,68.02
7,97,No,9,9,94.49
7,86,Yes,9,3,74.76
9,65,No,8,8,60.96
9,40,Yes,4,7,28.59
5,69,No,5,4,47.74
8,96,No,7,0,85.37
1,77,Yes,6,7,47.59
9,54,Yes,7,7,45.67
8,64,Yes,5,6,53.82
6,45,No,5,6,25.88
3,57,Yes,5,7,31.56
3,40,No,5,0,5.53
8,95,No,9,2,86.35
5,42,Yes,7,3,23.41
7,56,No,4,5,39.82
5,87,No,6,9,74.04
8,47,Yes,6,9,40.52
4,99,No,8,8,78.97
2,88,No,9,3,60.19
3,79,Yes,5,5,53.37
8,56,Yes,5,8,50.49
7,64,Yes,5,8,55.92
2,80,No,9,5,50.07
6,51,No,4,4,28.12
9,68,No,5,2,60.2
4,64,Yes,8,4,39.95
9,90,No,8,2,84.82
2,75,No,4,4,43.89
2,92,No,9,9,67.1
9,93,Yes,5,9,93.67
7,64,Yes,7,0,45.4
7,68,Yes,7,5,54.79
1,50,No,6,6,13.66
6,99,No,4,1,78.72
7,43,Yes,7,2,25.39
6,53,Yes,6,9,35.71
6,85,No,8,8,76.22
2,77,Yes,6,7,51.88
6,56,No,5,3,37.37
4,41,Yes,5,7,15.67
9,47,Yes,8,7,39.52
1,75,Yes,4,5,43.5
8,49,No,9,0,28.12
5,46,Yes,5,1,19.56
1,75,No,5,3,37.06
4,55,Yes,6,3,29.87
1,53,Yes,6,1,13.81
6,55,No,6,8,38.46
2,64,No,7,1,29.65
5,80,Yes,8,5,65.75
7,43,No,4,4,29.55
2,68,Yes,6,3,39.5
6,95,No,4,5,81.8
6,45,No,6,3,23.92
5,40,Yes,5,8,17.68
5,78,Yes,4,9,57.03
3,40,No,7,6,12.25
2,90,No,6,2,59.86
7,79,Yes,9,9,71.7
1,96,No,8,3,64.26
6,42,No,5,0,14.71
6,40,No,6,5,17.42
3,40,No,4,1,9.97
2,78,Yes,6,3,52.78
2,60,Yes,5,4,25.43
9,84,No,8,7,78.97
5,69,No,8,2,43.9
7,71,Yes,8,5,59.05
5,72,No,9,0,50.29
7,87,No,5,8,76.42
4,61,No,9,0,33.73
8,69,No,9,1,57.41
7,93,No,6,0,79.38
5,85,Yes,5,7,69.56
6,43,No,5,3,23.94
5,62,No,6,1,37.44
7,94,No,7,6,82.71
2,83,Yes,9,7,60.66
5,64,No,8,8,45.37
3,51,No,4,4,20.5
9,56,Yes,9,2,45.71
6,92,Yes,4,0,76.95
3,54,Yes,6,7,29.36
7,49,Yes,4,5,30.03
4,74,No,7,4,51.07
3,94,No,5,6,71.35
8,91,No,8,4,80.39
4,91,Yes,4,3,68.87
1,68,No,4,4,33.19
6,51,Yes,6,6,30.7
1,40,Yes,6,5,1.96
5,40,No,5,9,22.24
7,49,Yes,8,9,35.71
6,57,Yes,4,8,42.63
2,86,No,5,9,62.15
4,41,No,8,1,11.58
2,88,Yes,5,6,62.36
1,47,No,4,0,8.1
3,61,No,6,7,37.25
3,61,Yes,6,3,33.26
7,65,Yes,6,7,51.98
1,65,No,7,7,36.87
9,48,No,5,3,37.75
6,60,Yes,4,3,38.67
4,70,No,5,4,45.22
3,91,Yes,6,6,71.07
3,82,Yes,9,5,62.4
2,45,No,9,0,10.53
2,95,No,5,5,68.79
5,53,No,8,2,30.84
9,72,No,9,8,66.03
2,46,No,9,2,14.6
2,63,Yes,5,8,30.4
6,48,No,7,4,30.57
2,50,Yes,7,9,23.67
4,95,No,6,7,69.33
6,62,Yes,4,8,43.84
5,87,No,8,8,68.16
1,90,No,4,6,57.04
6,41,Yes,4,9,23.78
1,54,No,8,0,21.03
3,74,No,7,7,51.28
5,75,Yes,9,6,57.53
5,91,Yes,6,3,73.83
6,93,Yes,5,5,79.89
8,67,No,7,9,62.64
5,78,Yes,6,1,58.26
1,83,Yes,9,3,52.54
5,43,No,7,7,18.84
3,49,No,8,3,23.08
4,45,No,4,9,20.85
8,96,No,8,3,85.7
7,69,No,9,3,50.88
5,93,No,5,9,75.28
2,85,Yes,8,8,61.87
6,74,Yes,9,1,55.85
6,88,No,4,6,74.84
6,82,Yes,7,2,68.77
9,49,Yes,6,3,33.66
8,97,Yes,9,0,85.39
8,92,Yes,9,2,83.86
1,71,No,5,1,38.4
5,81,No,7,9,63.76
7,81,Yes,9,6,71.72
6,42,No,9,5,21.35
5,95,Yes,6,0,74.3
8,65,Yes,4,7,55.07
3,54,No,8,8,28.6
6,56,Yes,7,0,38.62
5,66,No,6,4,47.43
8,57,No,6,6,45.0
4,90,No,8,1,66.51
8,58,No,7,5,48.34
2,51,No,7,7,21.73
9,63,No,4,7,55.16
9,44,No,7,9,35.68
6,63,No,9,9,51.18
4,66,No,8,7,43.56
4,87,Yes,7,5,65.31
6,69,No,4,5,51.57
5,54,Yes,6,2,30.96
6,86,No,9,1,69.49
7,98,Yes,7,4,83.52
7,77,No,8,8,67.72
9,83,No,7,3,71.48
8,73,No,5,4,63.62
6,66,Yes,4,5,46.96
6,59,Yes,6,5,41.84
5,80,No,5,3,57.76
1,71,Yes,8,3,39.42
9,43,No,7,7,31.97
9,44,Yes,4,4,36.54
9,92,Yes,9,4,86.64
8,97,Yes,7,8,94.35
3,47,No,7,3,14.95
1,61,Yes,7,6,28.51
8,81,Yes,9,4,71.23
7,46,No,7,8,31.12
5,61,No,4,7,41.38
7,85,Yes,9,7,77.4
4,69,Yes,9,9,51.7
9,76,No,5,9,69.58
2,55,No,8,2,23.19
9,54,No,9,8,46.69
9,44,No,5,7,37.87
5,42,No,4,2,13.77
1,62,Yes,8,9,32.17
7,49,No,9,0,31.05
4,44,No,6,4,15.17
9,62,Yes,5,3,53.55
6,54,No,4,7,38.27
3,57,No,4,5,26.4
6,64,No,4,9,46.86
6,47,Yes,8,4,31.16
5,70,No,7,8,53.02
2,60,No,6,5,29.1
2,41,No,8,2,5.77
7,61,No,8,5,46.51
2,47,Yes,9,3,15.55
6,62,Yes,5,4,44.95
5,71,No,6,5,51.08
4,47,No,4,8,20.61
7,43,No,8,2,24.09
8,69,No,6,0,52.12
4,58,No,5,1,29.86
1,62,No,7,7,35.59
1,57,No,6,3,27.1
1,92,Yes,4,6,62.76
1,68,No,8,1,29.8
5,62,Yes,7,9,47.17
4,72,Yes,5,7,52.02
9,91,No,4,9,93.41
3,86,Yes,7,8,64.85
7,57,Yes,9,6,43.78
8,93,Yes,9,9,87.61
6,83,No,5,0,65.07
1,72,Yes,4,1,35.87
8,46,Yes,8,8,36.05
3,90,No,5,9,67.15
8,67,No,7,6,62.09
4,40,Yes,4,2,10.11
8,95,No,9,4,89.33
1,78,No,9,0,45.27
3,73,Yes,6,9,45.67
6,78,Yes,4,2,64.07
9,58,Yes,7,3,44.74
2,70,No,7,3,37.71
1,52,Yes,6,6,17.79
3,96,Yes,7,4,71.22
4,63,No,4,8,39.77
5,44,No,9,6,21.87
3,62,No,5,1,34.42
2,58,No,9,7,31.7
2,40,Yes,9,1,5.31
7,72,Yes,4,6,56.82
9,98,Yes,7,4,92.49
2,89,No,6,9,62.57
7,95,Yes,6,5,81.76
7,72,No,8,3,60.05
7,71,No,6,4,55.73
3,98,No,6,4,74.81
7,67,Yes,7,6,54.85
1,76,No,5,3,45.32
1,80,Yes,5,4,49.8
5,51,Yes,7,3,29.38
2,48,Yes,6,3,20.42
9,89,No,4,7,82.31
7,94,Yes,9,4,83.71
4,50,Yes,9,8,30.51
4,72,No,5,4,49.66
2,58,Yes,7,7,27.98
5,93,No,4,2,72.07
4,96,Yes,6,6,76.91
1,81,No,7,0,51.62
8,73,No,5,4,62.84
3,46,No,4,1,15.61
6,70,No,4,7,52.66
4,91,No,5,5,67.9
9,41,Yes,4,4,28.25
7,58,Yes,9,2,44.08
9,77,Yes,5,0,69.77
3,71,Yes,9,9,46.79
1,49,No,7,9,22.1
5,80,No,8,9,66.95
3,47,Yes,6,9,24.0
6,65,No,7,7,51.61
8,69,Yes,9,4,58.73
4,50,No,6,8,26.68
5,80,No,6,6,63.25
5,59,Yes,9,0,35.74
4,99,Yes,9,0,77.87
4,59,No,5,6,33.46
4,48,Yes,8,6,26.58
4,47,Yes,9,8,25.46
4,99,Yes,6,1,75.63
5,54,Yes,6,6,31.78
2,73,No,7,1,40.08
2,63,No,8,9,33.99
9,72,No,8,9,69.57
2,80,No,6,1,47.43
6,80,Yes,8,4,64.92
2,84,Yes,7,8,62.02
5,79,Yes,5,8,61.88
4,66,No,6,9,45.03
7,60,No,4,0,40.34
7,44,No,6,6,28.86
6,74,No,6,9,59.42
5,60,Yes,5,9,43.75
1,43,Yes,9,2,7.89
3,88,Yes,9,9,67.5
9,87,No,4,9,82.36
1,55,No,4,0,18.72
5,96,No,4,1,73.28
2,70,No,9,5,43.12
4,65,No,5,9,44.79
1,91,No,8,1,56.48
3,74,Yes,4,1,41.56
7,45,No,8,3,27.47
3,72,No,7,2,46.04
4,60,No,5,7,33.54
2,55,Yes,8,7,25.21
3,86,Yes,9,5,65.01
9,78,No,9,3,69.06
3,73,Yes,4,6,49.53
5,81,Yes,4,8,69.63
2,96,Yes,8,1,66.23
4,99,No,9,5,83.7
7,54,Yes,8,6,41.58
7,45,Yes,7,0,24.27
3,41,Yes,5,5,15.21
5,63,No,9,7,46.18
1,95,Yes,6,6,69.01
1,88,No,9,1,61.17
5,67,Yes,7,1,44.57
9,40,No,9,3,30.62
1,40,No,7,4,1.72
1,67,No,9,4,34.02
4,75,No,7,1,49.8
4,59,No,4,6,34.85
2,87,Yes,8,7,57.81
9,47,Yes,9,1,39.62
9,40,Yes,5,3,29.25
2,65,No,4,2,32.98
9,90,No,7,3,88.09
6,82,No,5,4,68.64
8,88,Yes,4,5,78.38
4,64,No,6,1,36.05
2,49,No,9,9,23.29
2,51,No,9,5,24.6
9,80,No,7,8,75.9
1,46,Yes,4,7,13.9
7,51,No,4,0,34.24
3,86,No,7,8,66.31
3,79,No,6,9,53.13
2,56,No,9,1,21.19
6,44,Yes,8,0,26.64
2,53,No,6,5,22.08
4,73,Yes,7,0,48.31
9,87,Yes,8,5,84.07
9,56,No,4,1,46.13
6,74,No,6,6,56.54
4,94,Yes,6,6,73.75
7,40,No,9,3,20.98
1,98,No,9,1,62.57
4,89,Yes,8,6,71.08
5,89,Yes,4,0,64.91
8,75,Yes,6,1,64.58
2,54,Yes,8,1,20.29
5,99,Yes,6,0,75.95
6,58,Yes,9,8,46.47
5,90,No,4,5,72.17
9,81,No,4,2,70.99
1,44,No,5,5,8.02
3,58,No,8,6,33.58
2,82,No,9,2,56.98
3,78,No,9,3,53.57
9,44,No,9,9,39.26
9,91,No,7,0,81.51
2,51,No,6,5,19.12
3,58,Yes,4,5,22.73
4,86,Yes,6,8,65.22
9,51,No,6,1,36.2
3,75,No,7,4,46.67
7,51,Yes,4,4,33.15
3,57,Yes,5,6,29.53
7,88,Yes,9,4,75.16
7,90,No,8,9,85.05
9,87,Yes,6,3,81.62
2,82,Yes,7,9,58.34
6,73,Yes,7,1,55.96
9,87,No,8,7,79.99
2,72,Yes,8,4,39.88
2,88,No,4,3,60.66
5,57,Yes,6,8,43.57
8,96,Yes,6,1,85.79
9,68,No,8,2,64.01
2,84,Yes,9,7,59.68
5,44,Yes,5,3,18.26
7,64,Yes,6,8,54.48
6,63,No,7,9,44.11
6,68,No,9,9,54.11
7,98,No,8,9,89.32
3,77,Yes,6,9,52.33
3,72,No,4,8,46.01
9,49,Yes,8,9,44.41
8,76,Yes,7,8,72.1
5,99,Yes,4,0,80.13
6,72,Yes,8,5,53.42
1,62,Yes,8,9,38.21
1,97,Yes,6,5,70.61
4,50,Yes,4,7,25.82
2,63,Yes,8,6,38.17
7,63,No,9,6,48.77
2,46,No,7,1,13.55
2,89,Yes,4,3,55.42
5,60,No,9,0,36.17
4,59,No,6,6,38.43
8,92,No,5,3,80.64
4,49,Yes,8,8,26.55
6,64,No,5,5,44.62
5,86,Yes,8,5,68.82
2,75,No,9,8,47.71
8,87,No,6,7,83.04
2,86,No,6,5,55.68
9,54,Yes,6,5,46.03
9,83,Yes,6,5,79.21
3,79,Yes,4,3,50.11
4,79,Yes,4,4,52.38
8,89,Yes,8,2,78.46
9,45,Yes,4,8,35.66
3,76,Yes,8,1,51.05
5,41,Yes,4,6,17.85
8,51,Yes,4,0,34.18
3,97,No,4,9,72.38
7,43,No,7,6,27.22
8,62,Yes,6,1,51.25
3,52,No,7,4,26.05
2,56,No,4,0,19.34
7,70,Yes,4,4,56.79
9,55,Yes,7,3,45.18
1,80,No,9,0,47.57
3,65,Yes,8,0,35.51
5,67,No,6,6,45.28
3,40,Yes,8,2,7.77
1,86,No,9,9,60.85
7,51,Yes,6,8,32.18
7,76,No,5,8,66.85
8,94,No,6,9,88.25
5,95,No,8,8,79.44
5,89,No,6,0,69.49
5,59,Yes,5,3,30.33
1,41,No,5,0,2.29
5,75,Yes,4,0,54.92
6,54,No,5,8,34.09
1,77,Yes,7,4,44.59
7,61,No,8,0,44.65
1,83,Yes,7,2,47.31
2,89,No,9,6,64.46
2,71,No,7,1,45.2
5,98,Yes,8,3,81.76
7,59,No,9,1,43.35
1,75,No,7,8,43.12
1,72,No,7,8,45.35
1,54,No,9,6,16.18
6,89,Yes,7,6,75.81
2,85,No,5,1,55.75
1,42,Yes,8,9,5.63
6,68,Yes,8,7,49.54
2,86,Yes,8,0,53.0
6,66,Yes,7,7,54.22
8,44,No,5,4,27.96
2,98,No,8,3,73.11
9,95,Yes,6,9,95.16
8,70,No,8,1,53.82
1,61,No,4,2,23.46
7,74,Yes,6,9,63.61
6,93,Yes,8,1,78.29
6,46,Yes,7,3,26.68
6,45,No,8,2,24.18
6,65,Yes,5,4,49.41
7,93,Yes,5,6,84.9
3,40,No,8,8,10.68
6,58,No,7,4,38.65
3,46,No,7,7,19.29
7,75,No,7,1,59.52
7,51,No,8,5,37.48
8,59,No,8,7,50.51
2,62,No,4,8,34.24
9,64,No,5,3,55.39
5,69,Yes,6,3,47.34
9,98,No,6,6,93.38
5,68,Yes,5,3,49.38
7,70,No,9,4,55.97
9,57,No,4,1,45.72
4,80,Yes,5,1,53.35
2,58,No,4,9,29.98
9,93,Yes,9,4,90.14
2,43,No,4,9,14.1
3,40,Yes,7,9,18.08
2,80,Yes,5,1,46.58
3,98,No,6,5,75.0
6,54,Yes,8,5,38.47
3,93,Yes,9,7,74.2
8,47,No,9,0,31.15
6,54,No,8,6,38.04
7,54,Yes,5,6,39.25
1,89,No,8,8,63.37
3,78,Yes,4,3,50.44
3,61,Yes,8,6,35.99
2,57,Yes,4,5,26.35
7,55,No,4,3,36.03
9,41,No,6,9,31.68
4,75,Yes,8,7,52.55
5,59,Yes,6,2,35.88
3,55,Yes,8,7,28.63
9,42,No,4,4,29.08
4,95,Yes,8,3,77.32
5,69,No,9,2,47.67
1,94,Yes,9,9,71.83
2,41,Yes,6,6,10.71
9,74,Yes,7,6,68.06
2,65,Yes,9,5,34.99
5,96,No,6,2,76.26
8,44,No,7,8,32.45
3,41,No,5,1,10.84
6,90,No,6,2,77.3
4,95,No,9,0,74.65
7,59,Yes,9,6,45.3
3,73,No,8,1,45.3
6,73,No,7,9,59.37
9,93,No,9,7,89.61
1,95,No,8,8,68.18
3,94,Yes,7,1,68.11
2,59,Yes,6,5,33.04
8,89,Yes,6,0,77.92
7,64,No,8,7,53.91
2,59,Yes,6,4,30.58
6,64,Yes,8,8,51.92
3,92,No,4,2,67.79
8,53,No,7,1,37.33
3,99,No,8,6,79.67
9,86,Yes,7,6,86.22
1,83,No,4,9,52.18
5,82,Yes,7,4,62.83
3,82,Yes,8,6,58.42
6,78,Yes,6,5,67.2
2,51,Yes,7,8,20.58
9,87,Yes,7,2,80.35
6,44,No,9,3,25.56
7,41,Yes,9,8,27.29
5,93,Yes,4,9,75.65
9,55,Yes,5,7,45.57
1,94,Yes,6,9,66.95
5,69,Yes,8,5,49.3
6,86,No,4,2,70.68
7,82,Yes,8,8,72.12
4,77,Yes,8,8,57.22
1,84,Yes,7,5,54.91
8,90,Yes,4,1,78.63
4,81,No,4,6,51.72
3,63,Yes,9,8,38.43
7,90,Yes,6,8,79.95
2,69,Yes,5,2,35.13
8,76,Yes,8,1,66.73
6,96,No,6,4,77.82
7,98,No,9,9,93.95
5,92,No,6,6,70.39
9,78,Yes,8,2,70.86
5,50,No,7,3,30.36
5,53,No,7,9,33.35
3,62,No,8,1,33.07
1,92,No,9,9,68.57
2,55,No,9,1,24.88
8,89,Yes,4,6,81.21
1,60,No,5,1,22.61
7,94,No,7,0,79.17
5,94,No,5,3,71.46
3,43,Yes,6,5,12.22
7,72,Yes,6,9,61.98
9,93,No,8,9,92.44
2,86,Yes,8,3,64.06
8,53,Yes,8,0,40.19
9,58,No,9,0,46.34
3,98,Yes,7,8,79.07
2,44,No,5,0,3.85
7,75,No,6,6,62.66
5,70,No,5,6,51.68
5,84,Yes,7,0,64.37
5,57,No,5,0,31.28
4,83,No,5,5,61.95
5,70,Yes,9,7,52.98
4,94,No,8,6,76.03
6,69,Yes,9,5,52.05
4,60,Yes,9,9,38.4
2,86,No,5,2,58.34
9,69,Yes,5,6,61.69
2,94,No,9,5,69.68
9,80,Yes,5,7,73.27
6,43,Yes,9,3,21.46
9,44,Yes,4,8,34.23
9,80,Yes,9,0,72.88
3,84,No,6,6,55.43
1,49,No,6,8,16.96
1,66,Yes,5,9,37.53
3,55,No,9,0,23.15
5,69,No,9,9,53.91
3,52,No,8,2,23.07
9,75,No,8,6,67.86
9,60,No,8,8,54.33
3,84,No,9,0,57.09
3,92,No,9,5,67.72
5,79,Yes,6,1,56.78
2,84,No,7,4,55.83
6,54,Yes,5,6,36.8
7,59,Yes,6,6,49.47
9,59,Yes,8,9,52.71
6,84,No,6,6,72.26
3,94,No,6,3,66.83
5,98,Yes,6,5,81.46
4,44,Yes,8,9,24.68
5,93,No,7,5,76.88
8,93,No,4,6,79.27
8,99,No,5,8,95.42
6,71,Yes,5,5,54.93
1,45,Yes,6,9,12.15
8,69,No,7,0,54.8
8,65,No,8,7,57.26
2,76,Yes,4,1,45.1
4,52,No,4,2,24.93
2,68,No,6,4,36.12
4,44,Yes,6,5,18.66
7,64,Yes,8,6,50.07
9,52,Yes,8,3,44.37
8,63,Yes,9,2,50.99
9,70,No,8,8,66.65
8,59,Yes,6,3,45.14
2,94,No,7,8,70.05
7,47,No,6,8,32.58
2,99,No,6,2,67.81
2,48,Yes,4,2,16.0
4,60,Yes,8,7,40.34
1,90,No,5,0,52.64
5,59,No,8,5,37.08
6,54,Yes,9,5,36.24
9,65,No,7,8,62.53
8,93,No,7,1,84.23
2,81,No,8,7,55.77
1,50,No,8,6,13.73
2,76,No,6,1,45.32
7,80,No,5,0,63.44
4,50,No,6,3,22.54
5,66,No,4,1,44.47
7,69,Yes,4,2,51.97
3,58,Yes,7,1,31.21
2,73,No,7,8,45.86
7,77,No,5,3,60.08
5,62,Yes,7,0,35.82
1,92,Yes,9,7,65.23
1,40,Yes,4,3,2.49
9,42,No,5,9,31.83
5,42,Yes,4,7,18.02
1,67,Yes,8,7,39.83
7,53,No,8,8,42.3
9,91,Yes,5,9,92.61
1,69,No,6,6,33.6
4,97,Yes,9,3,81.08
3,93,Yes,9,1,66.62
5,44,Yes,7,5,19.45
7,88,Yes,5,3,75.2
8,54,Yes,9,5,39.71
2,77,No,7,7,52.72
7,53,No,4,2,34.56
1,53,Yes,6,0,14.07
7,96,No,7,4,86.92
8,98,Yes,8,2,89.37
2,88,Yes,8,5,62.19
9,47,Yes,4,2,35.71
1,47,Yes,5,0,7.08
6,58,Yes,7,8,40.8
1,71,No,4,4,36.54
3,70,No,8,1,38.91
6,68,No,8,1,48.06
3,80,No,8,8,55.85
8,50,Yes,6,0,33.44
5,84,No,6,9,66.42
2,52,Yes,8,2,19.39
4,66,Yes,9,9,49.74
9,95,No,5,6,88.65
4,58,No,6,0,30.78
8,65,Yes,7,1,47.99
5,92,Yes,6,5,74.11
1,90,Yes,7,8,61.07
7,76,No,6,8,65.17
3,87,Yes,8,7,64.38
8,48,Yes,7,2,35.79
3,67,Yes,5,1,36.74
1,71,Yes,6,0,37.96
5,91,No,6,8,70.8
2,93,No,8,4,66.44
4,42,Yes,7,2,15.09
1,90,No,9,9,62.07
9,71,Yes,8,9,68.08
6,44,No,7,4,25.22
8,47,No,6,2,34.1
4,53,No,6,8,29.65
9,95,No,6,0,85.44
2,42,Yes,6,0,5.26
9,63,Yes,4,2,52.12
5,52,Yes,6,5,28.59
6,82,No,6,1,65.06
3,68,No,9,0,35.89
4,47,Yes,9,7,24.9
6,90,No,7,9,75.63
7,81,No,6,8,70.46
1,70,Yes,6,9,42.76
7,65,No,7,0,47.96
1,57,Yes,6,2,20.18
5,97,No,6,4,80.64
